1,pwal,Paul@1234,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,Username length must be >4 and <=20,,,,,,,,,,,,
2,pwalalalalalalalalall,Paul@1234,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,Username length must be >4 and <=20,,,,,,,,,,,,
3,1qsas,Paul@1234,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,Username must start with a letter,,,,,,,,,,,,
4,pw@la,Paul@1234,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,Username cannot contain special characters,,,,,,,,,,,,
5,pwalker12,paulwal,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,Password length must be >7 and <30,,,,,,,,,,,
6,pwalker12,paulwalkerladhsixsjisansiqndien,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,Password length must be >7 and <30,,,,,,,,,,,
7,pwalker12,paulwale,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,Your Password must contain at least 1 uppercase letter 1 lowercase letter 1 number and 1 special character and should be 8-40 characters long.,,,,,,,,,,,
8,pwalker12,PAULWALE,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,Your Password must contain at least 1 uppercase letter 1 lowercase letter 1 number and 1 special character and should be 8-40 characters long.,,,,,,,,,,,
9,pwalker12,1234paul,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,Your Password must contain at least 1 uppercase letter 1 lowercase letter 1 number and 1 special character and should be 8-40 characters long.,,,,,,,,,,,
10,pwalker12,PaulWa1w,Paul,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,Your Password must contain at least 1 uppercase letter 1 lowercase letter 1 number and 1 special character and should be 8-40 characters long.,,,,,,,,,,,
11,pwalker12,Paul@1234,pa,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,Last name length must be >2 and <30,,,,,,,,,,
12,pwalker12,Paul@1234,paulwalkerpaulwalkerererererer,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,Last name length must be >2 and <30,,,,,,,,,,
13,pwalker12,Paul@1234,p@u,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,Last Name cannot contain special characters,,,,,,,,,,
14,pwalker12,Paul@1234,paU,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,Last Name must start with a capital letter.,,,,,,,,,,
15,pwalker12,Paul@1234,Pa1,Walker,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,Last Name must be non-numeric,,,,,,,,,,
16,pwalker12,Paul@1234,Paul,wa,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,First name length must be >2 and <30,,,,,,,,,
17,pwalker12,Paul@1234,Paul,waulwalkerpaulwalkerererererer,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,First name length must be >2 and <30,,,,,,,,,
18,pwalker12,Paul@1234,Paul,w@u,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,First Name cannot contain special characters,,,,,,,,,
19,pwalker12,Paul@1234,Paul,waU,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,First Name must start with a capital letter.,,,,,,,,,
20,pwalker12,Paul@1234,Paul,Wal1,User,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,First Name must be non-numeric,,,,,,,,,
21,pwalker12,Paul@1234,Paul,Walker,Admin,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,Only one Admin in the system,,,,,,,,
22,pwalker12,Paul@1234,Paul,Walker,Caterer_Manager,1000110001,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,Only one Catering Manager in the system,,,,,,,,
23,pwalker12,Paul@1234,Paul,Walker,User,100000000,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,UTA ID must be 10 digits in length.,,,,,,,
24,pwalker12,Paul@1234,Paul,Walker,User,10000000000,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,UTA ID must be 10 digits in length.,,,,,,,
25,pwalker12,Paul@1234,Paul,Walker,User,a101010101,1000110001,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,UTA ID must be numeric,,,,,,,
26,pwalker12,Paul@1234,Paul,Walker,User,1000110001,100000000,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,,Phone number must be 10 digits in length,,,,,,
27,pwalker12,Paul@1234,Paul,Walker,User,1000110001,10000000000,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,,Phone number must be 10 digits in length,,,,,,
28,pwalker12,Paul@1234,Paul,Walker,User,1000110001,a101010101,paulwaker@gmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,,Phone number must be a number,,,,,,
29,pwalker12,Paul@1234,Paul,Walker,User,1000110001,1000110001,paulwakergmail.com,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,,,Email address needs to contain @,,,,,
30,pwalker12,Paul@1234,Paul,Walker,User,1000110001,1000110001,paul@g,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,,,Email address must be between 7 and 45 characters long,,,,,
31,pwalker12,Paul@1234,Paul,Walker,User,1000110001,1000110001,paulalalalalalalalalalalalalalal@lalalalalalalal,20,Blvd,Arlington,TX,76013,Please correct the following errors,,,,,,,,Email address must be between 7 and 45 characters long,,,,,
